일련번호,시장/마트 번호,시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 코드,자치구 이름
880925,145,마천중앙시장,25,무,1개(1kg),2500,16-Mar, ,2016-03-10,1,전통시장,710000,송파구
880941,146,방이시장,25,무,1개(1kg),2500,16-Mar, ,2016-03-10,1,전통시장,710000,송파구
882203,108,남구로시장,22,오이,1개,500,16-Mar,국내산5개2500,2016-03-14,1,전통시장,530000,구로구
882480,135,롯데백화점 관악점,17,달걀,10개,3280,16-Mar,오성신선란10구,2016-03-14,2,대형마트,620000,관악구
882745,2,신세계백화점,23,상추,1봉지(100g),1320,16-Mar,국내산프레쉬스타 (적상추150g1980원,2016-03-17,2,대형마트,140000,중구
882777,56,롯데백화점,23,상추,1봉지(100g),1800,16-Mar,친환경푸룸적상추,2016-03-17,2,대형마트,140000,중구
882799,8,롯데마트 서울역점,17,달걀,10개,2800,16-Mar,국내 ,2016-03-17,2,대형마트,140000,중구
882815,199,서울중앙시장,17,달걀,10개,2400,16-Mar,국내,2016-03-17,1,전통시장,140000,중구
882819,199,서울중앙시장,13,고등어,1마리,2800,16-Mar,국내,2016-03-17,1,전통시장,140000,중구
882831,60,이마트 청계점,17,달걀,10개,2480,16-Mar,국내 ,2016-03-17,2,대형마트,140000,중구
882847,11,남대문시장,17,달걀,10개,2400,16-Mar,국내 ,2016-03-17,1,전통시장,140000,중구
882857,63,농협 하나로마트 용산점,23,상추,100g),880,16-Mar,,2016-03-17,2,대형마트,170000,용산구
882873,10,용문시장,23,상추,100g),1300,16-Mar,,2016-03-17,1,전통시장,170000,용산구
882889,6,이마트 용산점,23,상추,100g,1250,16-Mar,180g한봉1250,2016-03-17,2,대형마트,170000,용산구
882905,62,후암시장,23,상추,100g),500,16-Mar,,2016-03-17,1,전통시장,170000,용산구
882919,75,이마트 성수점,25,무,2kg,1880,16-Mar,제주,2016-03-16,2,대형마트,200000,성동구
882921,75,이마트 성수점,22,오이,1개,800,16-Mar,백오이3개2400원,2016-03-16,2,대형마트,200000,성동구
882926,75,이마트 성수점,18,닭고기,1마리,5800,16-Mar,하림닭1000g,2016-03-16,2,대형마트,200000,성동구
882935,73,뚝도시장,25,무,1kg,1000,16-Mar,,2016-03-16,1,전통시장,200000,성동구
882938,73,뚝도시장,22,오이,1개,666,16-Mar,3개2000원,2016-03-16,1,전통시장,200000,성동구
882942,73,뚝도시장,18,닭고기,1마리,4500,16-Mar,1kg,2016-03-16,1,전통시장,200000,성동구
882950,72,금남시장,25,무,1개(2kg),2000,16-Mar,1.5kg 국내산,2016-03-17,1,전통시장,200000,성동구
882957,72,금남시장,18,닭고기,1마리,5500,16-Mar,1kg국내산,2016-03-17,1,전통시장,200000,성동구
882958,72,금남시장,17,달걀,10개,1833,16-Mar,30개 5500원,2016-03-17,1,전통시장,200000,성동구
882965,74,이마트 왕십리점,25,무,1개,1880,16-Mar,1.5국내산 ,2016-03-17,2,대형마트,200000,성동구
882967,74,이마트 왕십리점,23,상추,100g,1580,16-Mar,1봉 예냉적상추 이천,2016-03-17,2,대형마트,200000,성동구
882972,74,이마트 왕십리점,18,닭고기,1마리(1.kg이상),5800,16-Mar,국내산 백숙용하림,2016-03-17,2,대형마트,200000,성동구
882982,80,이마트 자양점,24,양파,1망,2780,16-Mar,무안,2016-03-16,2,대형마트,215000,광진구
883016,78,자양골목시장,22,오이,1개,900,16-Mar,백오이,2016-03-16,1,전통시장,215000,광진구
883047,86,홈플러스 동대문점,23,상추,1봉지,1490,16-Mar,국내산 ,2016-03-17,2,대형마트,230000,동대문구
883053,86,홈플러스 동대문점,17,달걀,10개,4130,16-Mar,풀무원  대 ,2016-03-17,2,대형마트,230000,동대문구
883062,85,경동시장,24,양파,1망(1.7kg),4300,16-Mar,무안,2016-03-17,1,전통시장,230000,동대문구
883069,85,경동시장,17,달걀,10개,1500,16-Mar,국내산 ,2016-03-17,1,전통시장,230000,동대문구
883076,84,청량리종합시장,25,무,1개,1500,16-Mar,국내산,2016-03-17,1,전통시장,230000,동대문구
883077,84,청량리종합시장,24,양파,1kg,4200,16-Mar,국내산,2016-03-17,1,전통시장,230000,동대문구
883078,84,청량리종합시장,23,상추,100g,625,16-Mar,1근2500원,2016-03-17,1,전통시장,230000,동대문구
883084,84,청량리종합시장,17,달걀,10개,1500,16-Mar,국내산,2016-03-17,1,전통시장,230000,동대문구
883093,88,롯데백화점 청량리점,24,양파,한망(5개입),5500,16-Mar,국내산 ,2016-03-17,2,대형마트,230000,동대문구
883094,88,롯데백화점 청량리점,23,상추,1봉지,3000,16-Mar,국산 적상추,2016-03-17,2,대형마트,230000,동대문구
883100,88,롯데백화점 청량리점,17,달걀,10개,3470,16-Mar,목초란 대 ,2016-03-17,2,대형마트,230000,동대문구
883174,16,현대백화점 미아점,23,상추,100g,900,16-Mar,국내 .찹찹이,2016-03-17,2,대형마트,290000,성북구
883180,16,현대백화점 미아점,17,달걀,10개,4500,16-Mar,"국내,풀무원,목초란",2016-03-17,2,대형마트,290000,성북구
883191,13,돈암제일시장,22,오이,1개,600,16-Mar,,2016-03-17,1,전통시장,290000,성북구
883206,14,장위골목시장,23,상추,100g,500,16-Mar,,2016-03-17,1,전통시장,290000,성북구
883222,15,이마트 미아점,23,상추,100g,790,16-Mar,예냉적상추.봉지 ,2016-03-17,2,대형마트,290000,성북구
883223,15,이마트 미아점,22,오이,1개,780,16-Mar,.,2016-03-17,2,대형마트,290000,성북구
883227,15,이마트 미아점,18,닭고기,1마리 (1000kg),5800,16-Mar,마니커백숙용,2016-03-17,2,대형마트,290000,성북구
883259,68,롯데백화점 미아점,18,닭고기,1마리,9000,16-Mar,하림,2016-03-17,2,대형마트,305000,강북구
883268,221,숭인시장,25,무,1개(1.4kg),1500,16-Mar,제주,2016-03-17,1,전통시장,305000,강북구
883269,221,숭인시장,24,양파,1망(1.5kg),3000,16-Mar,무안,2016-03-17,1,전통시장,305000,강북구
883270,221,숭인시장,23,상추,100g,500,16-Mar,1근 2000원,2016-03-17,1,전통시장,305000,강북구
883271,221,숭인시장,22,오이,1개,666,16-Mar,3개 2000원,2016-03-17,1,전통시장,305000,강북구
883279,221,숭인시장,18,닭고기,1마리 ,6000,16-Mar,마니커,2016-03-17,1,전통시장,305000,강북구
883284,66,수유재래시장,25,무,1개(1.3kg),1500,16-Mar,제주,2016-03-17,1,전통시장,305000,강북구
883285,66,수유재래시장,24,양파,1망,3500,16-Mar,무안,2016-03-17,1,전통시장,305000,강북구
883296,66,수유재래시장,18,닭고기,1kg,6000,16-Mar,,2016-03-17,1,전통시장,305000,강북구
883301,26,신창시장,24,양파,1망(1.5kg),3700,16-Mar,무안,2016-03-17,1,전통시장,320000,도봉구
883316,28,홈플러스 방학점,25,무,1개(2.1kg),1490,16-Mar,제주도,2016-03-17,2,대형마트,320000,도봉구
883317,28,홈플러스 방학점,24,양파,1망(1.5kg),4490,16-Mar,무안,2016-03-17,2,대형마트,320000,도봉구
883332,27,이마트 창동점,25,무,1개(2.6kg),1880,16-Mar,제주도,2016-03-17,2,대형마트,320000,도봉구
883333,27,이마트 창동점,24,양파,1망(1.5kg),4065,16-Mar,무안,2016-03-17,2,대형마트,320000,도봉구
883366,96,공릉동 도깨비시장,23,상추, (100g),500,16-Mar,,2016-03-17,1,전통시장,350000,노원구
883382,100,홈플러스 중계점,23,상추, (138g),990,16-Mar,,2016-03-17,2,대형마트,350000,노원구
883398,210,상계중앙시장,23,상추, (100g),500,16-Mar,,2016-03-17,1,전통시장,350000,노원구
883400,210,상계중앙시장,17,달걀,10개,2000,16-Mar,일반,2016-03-17,1,전통시장,350000,노원구
883414,98,롯데백화점 노원점,23,상추,(100g),2580,16-Mar,,2016-03-17,2,대형마트,350000,노원구
883430,53,이마트 은평점,23,상추,(100g),790,16-Mar,예냉적상추,2016-03-17,2,대형마트,380000,은평구
883435,53,이마트 은평점,18,닭고기,1마리(1050g),8800,16-Mar,올품,2016-03-17,2,대형마트,380000,은평구
883445,49,대림시장,24,양파,1망(1.5kg),2500,16-Mar,국산,2016-03-17,1,전통시장,380000,은평구
883461,219,대조시장,24,양파,1망(1.5kg),2500,16-Mar,국산,2016-03-17,1,전통시장,380000,은평구
883476,51,2001아울렛 불광점,25,무,1개,1990,16-Mar,제주세척,2016-03-17,2,대형마트,380000,은평구
883478,51,2001아울렛 불광점,23,상추,100g,1790,16-Mar,여주,2016-03-17,2,대형마트,380000,은평구
883483,51,2001아울렛 불광점,18,닭고기,1마리(1000g),6590,16-Mar,초원전설,2016-03-17,2,대형마트,380000,은평구
883492,32,영천시장,25,무,1개(1.5kg),2000,16-Mar,제주,2016-03-17,1,전통시장,410000,서대문구
883493,32,영천시장,24,양파,1망(1.3kg),3500,16-Mar,무안. ,2016-03-17,1,전통시장,410000,서대문구
883494,32,영천시장,23,상추,1봉지(100g),600,16-Mar,이천,2016-03-17,1,전통시장,410000,서대문구
883499,32,영천시장,18,닭고기,1마리(1.13kg),6500,16-Mar,하림 신성토종닭(12호),2016-03-17,1,전통시장,410000,서대문구
883508,220,롯데슈퍼,25,무,1개(1.3kg),1990,16-Mar,제주  ,2016-03-17,2,대형마트,410000,서대문구
883509,220,롯데슈퍼,24,양파,1망(1.6kg),5490,16-Mar,무한. ,2016-03-17,2,대형마트,410000,서대문구
883515,220,롯데슈퍼,18,닭고기,1마리 (1.1kg),8500,16-Mar,하림.참진 토종닭,2016-03-17,2,대형마트,410000,서대문구
883516,220,롯데슈퍼,17,달걀,10개(60g),4500,16-Mar,풀무원 목초란,2016-03-17,2,대형마트,410000,서대문구
883524,33,현대백화점 신촌점,25,무,1개(1.2kg),2700,16-Mar,제주. 친환경 ,2016-03-17,2,대형마트,410000,서대문구
883525,33,현대백화점 신촌점,24,양파,1망(1.7kg),5000,16-Mar,무안. 문경미네. ,2016-03-17,2,대형마트,410000,서대문구
883526,33,현대백화점 신촌점,23,상추,1봉지(100g),1800,16-Mar,충주. 친환경,2016-03-17,2,대형마트,410000,서대문구
883527,33,현대백화점 신촌점,22,오이,1개(다다기오이),800,16-Mar,경북 김천 ,2016-03-17,2,대형마트,410000,서대문구
883532,33,현대백화점 신촌점,17,달걀,10개,3200,16-Mar,신선특란. 경기 이천,2016-03-17,2,대형마트,410000,서대문구
883540,31,인왕시장,25,무,1개(1kg),2000,16-Mar,제주 ,2016-03-17,1,전통시장,410000,서대문구
883541,31,인왕시장,24,양파,1망(1.5kg),5000,16-Mar,무안,2016-03-17,1,전통시장,410000,서대문구
883547,31,인왕시장,18,닭고기,1마리(1kg),4500,16-Mar,신선육. 해마루 유통,2016-03-17,1,전통시장,410000,서대문구
883548,31,인왕시장,17,달걀,10개(65g),3000,16-Mar,으뜸 영양란,2016-03-17,1,전통시장,410000,서대문구
883558,120,망원시장,23,상추,1봉(200g),1000,16-Mar,이천(적상추)1봉지,2016-03-17,1,전통시장,440000,마포구
883612,122,그랜드마트 신촌점,17,달걀,10개,2480,16-Mar,"국내, (신선 특란)",2016-03-17,2,대형마트,440000,마포구
883623,105,행복한세상 목동점(하나로마트),22,오이,1개,1000,16-Mar,3개2980원,2016-03-16,2,대형마트,470000,양천구
883627,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,4100,16-Mar,850g 목우촌,2016-03-16,2,대형마트,470000,양천구
883628,105,행복한세상 목동점(하나로마트),17,달걀,10개,2920,16-Mar,농협안심1듬급륵란신선란,2016-03-16,2,대형마트,470000,양천구
883644,103,신영시장,17,달걀,10개,2700,16-Mar,참생생란,2016-03-17,1,전통시장,470000,양천구
883655,102,목3동시장,22,오이,1개,1000,16-Mar,,2016-03-17,1,전통시장,470000,양천구
883660,102,목3동시장,17,달걀,10개,2500,16-Mar,"신선란,특란",2016-03-17,1,전통시장,470000,양천구
883699,40,홈플러스 등촌점,24,양파,1망(1.5kg),4490,16-Mar,무안,2016-03-17,2,대형마트,500000,강서구
883700,40,홈플러스 등촌점,23,상추,1봉지(100g),500,16-Mar,남양주(한봉지 990원,2016-03-17,2,대형마트,500000,강서구
883716,42,이마트 가양점,23,상추,100g,790,16-Mar,예냉적상추,2016-03-17,2,대형마트,500000,강서구
883717,42,이마트 가양점,22,오이,1개,800,16-Mar,강원도(5개:3980원,2016-03-17,2,대형마트,500000,강서구
883780,110,이마트 신도림점,23,상추,1봉지,1680,16-Mar,예냉상추,2016-03-16,2,대형마트,530000,구로구
883781,110,이마트 신도림점,22,오이,1개,690,16-Mar,백오이5개3480원,2016-03-16,2,대형마트,530000,구로구
883796,112,애경백화점,23,상추,1봉지,1990,16-Mar,국내산,2016-03-16,2,대형마트,530000,구로구
883859,22,이마트 여의도점,23,상추,1봉,1200,16-Mar,예냉적상추,2016-03-17,2,대형마트,560000,영등포구
883860,22,이마트 여의도점,25,무,1개 ,1880,16-Mar,,2016-03-17,2,대형마트,560000,영등포구
883865,22,이마트 여의도점,18,닭고기,1마리,8500,16-Mar,하림 1kg,2016-03-17,2,대형마트,560000,영등포구
883875,21,홈플러스 영등포점,23,상추,1봉,1490,16-Mar,,2016-03-17,2,대형마트,560000,영등포구
883876,21,홈플러스 영등포점,25,무,1개 ,1490,16-Mar,제주씻은것,2016-03-17,2,대형마트,560000,영등포구
883881,21,홈플러스 영등포점,18,닭고기,1마리,7990,16-Mar,황금닭11호 ,2016-03-17,2,대형마트,560000,영등포구
883891,20,영등포전통시장,24,양파,1망,4000,16-Mar,,2016-03-17,1,전통시장,560000,영등포구
883892,20,영등포전통시장,23,상추,1무더기,1200,16-Mar,,2016-03-17,1,전통시장,560000,영등포구
883908,19,대림중앙시장,23,상추,1봉,700,16-Mar, 1무더기,2016-03-17,1,전통시장,560000,영등포구
883913,19,대림중앙시장,18,닭고기,1마리,6000,16-Mar,,2016-03-17,1,전통시장,560000,영등포구
883914,19,대림중앙시장,17,달걀,10개,1933,16-Mar,30/5800,2016-03-17,1,전통시장,560000,영등포구
883924,127,남성시장,23,상추,100g(적상추),700,16-Mar,청상추,2016-03-17,1,전통시장,590000,동작구
883946,130,롯데백화점 영등포점,17,달걀,10개,3500,16-Mar,수원축협특란10구,2016-03-17,2,대형마트,560000,영등포구
883972,129,태평백화점,23,상추,100g(적상추),1700,16-Mar,친환경상추100g2500원,2016-03-17,2,대형마트,590000,동작구
883994,136,세이브 마트,17,달걀,10개,3000,16-Mar,신선특란 10구,2016-03-17,2,대형마트,620000,관악구
884009,134,신원시장(신림1동),18,닭고기,1마리(1kg),7000,16-Mar,하림,2016-03-17,1,전통시장,620000,관악구
884010,134,신원시장(신림1동),17,달걀,10개,2000,16-Mar,영양란10구,2016-03-17,1,전통시장,620000,관악구
884026,133,원당종합시장,17,달걀,10개,2500,16-Mar,영양란10구,2016-03-17,1,전통시장,620000,관악구
884036,200,뉴코아아울렛 강남점,23,상추,1 봉지( 100g),1690,16-Mar,친환경,2016-03-17,2,대형마트,650000,서초구
884052,217,방림시장,23,상추,100g,1300,16-Mar,,2016-03-17,1,전통시장,650000,서초구
884058,217,방림시장,17,달걀,10개 ,1400,16-Mar,,2016-03-17,1,전통시장,650000,서초구
884068,140,하나로클럽 양재점,23,상추,100g,660,16-Mar,뜨라네,2016-03-17,2,대형마트,650000,서초구
884069,140,하나로클럽 양재점,22,오이,1개,760,16-Mar,3입 2280원  백오이,2016-03-17,2,대형마트,650000,서초구
884083,218,신세계백화점 강남점,24,양파,"1망 1,2kg",4000,16-Mar,"1망( 5입), ",2016-03-17,2,대형마트,650000,서초구
884084,218,신세계백화점 강남점,23,상추,100g,1800,16-Mar,"적상추(친환경), 전북 완주",2016-03-17,2,대형마트,650000,서초구
884085,218,신세계백화점 강남점,22,오이,1개 ,2450,16-Mar,"1봉 2입 4900원,백오이",2016-03-17,2,대형마트,650000,서초구
884100,215,청담삼익시장,23,상추,100g,990,16-Mar,신선쌈,2016-03-17,1,전통시장,680000,강남구
884105,215,청담삼익시장,18,닭고기,"1마리(1,450g)",6980,16-Mar,하림자연실록,2016-03-17,1,전통시장,680000,강남구
884115,44,이마트 역삼점,24,양파,1망(1.8kg),3280,16-Mar,국내산,2016-03-17,2,대형마트,680000,강남구
884121,44,이마트 역삼점,18,닭고기,1050g,8800,16-Mar,하림토종닭백숙,2016-03-17,2,대형마트,680000,강남구
884130,216,도곡시장,25,무,1개,1980,16-Mar,국내산,2016-03-17,1,전통시장,680000,강남구
884131,216,도곡시장,24,양파,1망,4800,16-Mar,신토불이,2016-03-17,1,전통시장,680000,강남구
884148,45,롯데백화점 강남점,23,상추,180g,2580,16-Mar,친환경청상추,2016-03-17,2,대형마트,680000,강남구
884153,45,롯데백화점 강남점,18,닭고기,1마리(830g),12800,16-Mar,하림자연실록,2016-03-17,2,대형마트,680000,강남구
884154,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,16-Mar,1등급란,2016-03-17,2,대형마트,680000,강남구
884162,148,홈플러스 잠실점,25,무,1개(1kg),1490,16-Mar, 1kg,2016-03-17,2,대형마트,710000,송파구
884178,147,롯데백화점 잠실점,25,무,1개(1kg),2900,16-Mar, 1.5kg,2016-03-17,2,대형마트,710000,송파구
884194,154,홈플러스 강동점,24,양파,1망(2kg),5490,16-Mar,무안,2016-03-17,2,대형마트,740000,강동구
884211,151,암사종합시장,23,상추,100g,600,16-Mar,양주,2016-03-17,1,전통시장,740000,강동구
884227,205,둔촌역전통시장,23,상추,200g,1500,16-Mar,양주(200g),2016-03-17,1,전통시장,740000,강동구
884241,153,이마트 명일점,25,무,1개(1.0kg),2500,16-Mar,제주무,2016-03-17,2,대형마트,740000,강동구
884243,153,이마트 명일점,23,상추,1봉지(200g),1580,16-Mar,,2016-03-17,2,대형마트,740000,강동구
884244,153,이마트 명일점,22,오이,1개,800,16-Mar,5개3980,2016-03-17,2,대형마트,740000,강동구
870640,145,마천중앙시장,25,무,1개(1kg),2500,16-Feb, ,2016-02-15,1,전통시장,710000,송파구
870656,146,방이시장,25,무,1개(1kg),2500,16-Feb, ,2016-02-15,1,전통시장,710000,송파구
875153,2,신세계백화점,23,상추,1봉지(100g),1320,16-Feb,국내산프레쉬스타 (적상추150g1980원,2016-02-29,2,대형마트,140000,중구
875169,56,롯데백화점,23,상추,1봉지(100g),1800,16-Feb,친환경푸룸적상추,2016-02-29,2,대형마트,140000,중구
875223,11,남대문시장,17,달걀,10개,2400,16-Feb,국내 ,2016-02-29,1,전통시장,140000,중구
875239,199,서울중앙시장,17,달걀,10개,2400,16-Feb,국내,2016-02-29,1,전통시장,140000,중구
875243,199,서울중앙시장,13,고등어,1마리,3000,16-Feb,국내,2016-02-29,1,전통시장,140000,중구
875255,60,이마트 청계점,17,달걀,10개,2480,16-Feb,국내 ,2016-02-29,2,대형마트,140000,중구
875271,8,롯데마트 서울역점,17,달걀,10개,2700,16-Feb,국내 ,2016-02-29,2,대형마트,140000,중구
875281,10,용문시장,23,상추,100g),1500,16-Feb,,2016-02-29,1,전통시장,170000,용산구
875297,63,농협 하나로마트 용산점,23,상추,100g),822,16-Feb,180g 1봉 1480,2016-02-29,2,대형마트,170000,용산구
875313,6,이마트 용산점,23,상추,100g,675,16-Feb,180g한봉1350,2016-02-29,2,대형마트,170000,용산구
875343,75,이마트 성수점,25,무,2kg,1580,16-Feb,제주,2016-02-29,2,대형마트,200000,성동구
875345,75,이마트 성수점,22,오이,1개,796,16-Feb,백오이5개3980원,2016-02-29,2,대형마트,200000,성동구
875350,75,이마트 성수점,18,닭고기,1마리,5800,16-Feb,하림닭1000g,2016-02-29,2,대형마트,200000,성동구
875359,73,뚝도시장,25,무,1kg,1000,16-Feb,,2016-02-29,1,전통시장,200000,성동구
875362,73,뚝도시장,22,오이,1개,500,16-Feb,2개1000원,2016-02-29,1,전통시장,200000,성동구
875366,73,뚝도시장,18,닭고기,1마리,4500,16-Feb,1kg,2016-02-29,1,전통시장,200000,성동구
875375,80,이마트 자양점,24,양파,1망,4480,16-Feb,무안,2016-02-29,2,대형마트,215000,광진구
875409,78,자양골목시장,22,오이,1개,800,16-Feb,백오이,2016-02-29,1,전통시장,215000,광진구
875439,85,경동시장,24,양파,1망(1.7kg),4000,16-Feb,무안,2016-02-29,1,전통시장,230000,동대문구
875446,85,경동시장,17,달걀,10개,1500,16-Feb,국내산 ,2016-02-29,1,전통시장,230000,동대문구
875454,88,롯데백화점 청량리점,24,양파,한망(5개입),6500,16-Feb,국내산 ,2016-02-29,2,대형마트,230000,동대문구
875455,88,롯데백화점 청량리점,23,상추,1봉지,3500,16-Feb,국산 적상추,2016-02-29,2,대형마트,230000,동대문구
875461,88,롯데백화점 청량리점,17,달걀,10개,3470,16-Feb,목초란 대 ,2016-02-29,2,대형마트,230000,동대문구
875469,84,청량리종합시장,25,무,1개,2000,16-Feb,국내산,2016-02-29,1,전통시장,230000,동대문구
875470,84,청량리종합시장,24,양파,1kg,4000,16-Feb,국내산,2016-02-29,1,전통시장,230000,동대문구
875471,84,청량리종합시장,23,상추,100g,500,16-Feb,1근2000원,2016-02-29,1,전통시장,230000,동대문구
875477,84,청량리종합시장,17,달걀,10개,1500,16-Feb,국내산,2016-02-29,1,전통시장,230000,동대문구
875487,86,홈플러스 동대문점,23,상추,1봉지,1490,16-Feb,국내산 ,2016-02-29,2,대형마트,230000,동대문구
875493,86,홈플러스 동대문점,17,달걀,10개,4130,16-Feb,풀무원  대 ,2016-02-29,2,대형마트,230000,동대문구
875567,15,이마트 미아점,23,상추,100g,675,16-Feb,예냉적상추.봉지 ,2016-02-29,2,대형마트,290000,성북구
875568,15,이마트 미아점,22,오이,1개,700,16-Feb,.,2016-02-29,2,대형마트,290000,성북구
875572,15,이마트 미아점,18,닭고기,1마리 (1000kg),5800,16-Feb,하림백숙용,2016-02-29,2,대형마트,290000,성북구
875583,16,현대백화점 미아점,23,상추,100g,1200,16-Feb,국내 .찹찹이,2016-02-29,2,대형마트,290000,성북구
875589,16,현대백화점 미아점,17,달걀,10개,4500,16-Feb,"국내,풀무원,목초란",2016-02-29,2,대형마트,290000,성북구
875599,14,장위골목시장,23,상추,100g,480,16-Feb,,2016-02-29,1,전통시장,290000,성북구
875616,13,돈암제일시장,22,오이,1개,600,16-Feb,,2016-02-29,1,전통시장,290000,성북구
875629,66,수유재래시장,25,무,1개(1.4kg),2000,16-Feb,제주,2016-02-29,1,전통시장,305000,강북구
875630,66,수유재래시장,24,양파,1망,3500,16-Feb,무안,2016-02-29,1,전통시장,305000,강북구
875641,66,수유재래시장,18,닭고기,1kg,6000,16-Feb,,2016-02-29,1,전통시장,305000,강북구
875645,221,숭인시장,25,무,1개(1.4kg),1500,16-Feb,제주,2016-02-29,1,전통시장,305000,강북구
875646,221,숭인시장,24,양파,1망(1.5kg),3000,16-Feb,무안,2016-02-29,1,전통시장,305000,강북구
875647,221,숭인시장,23,상추,100g,500,16-Feb,1근 2000원,2016-02-29,1,전통시장,305000,강북구
875648,221,숭인시장,22,오이,1개,666,16-Feb,3개 2000원,2016-02-29,1,전통시장,305000,강북구
875656,221,숭인시장,18,닭고기,1마리 ,6000,16-Feb,마니커,2016-02-29,1,전통시장,305000,강북구
875668,68,롯데백화점 미아점,18,닭고기,1마리,9200,16-Feb,"하림,",2016-02-29,2,대형마트,305000,강북구
875709,27,이마트 창동점,25,무,1개(2.6kg),1580,16-Feb,제주도,2016-02-29,2,대형마트,320000,도봉구
875710,27,이마트 창동점,24,양파,1망(1.5kg),3735,16-Feb,무안,2016-02-29,2,대형마트,320000,도봉구
875725,28,홈플러스 방학점,25,무,1개(2.1kg),1490,16-Feb,제주도,2016-02-29,2,대형마트,320000,도봉구
875726,28,홈플러스 방학점,24,양파,1망(1.5kg),3990,16-Feb,무안,2016-02-29,2,대형마트,320000,도봉구
875742,26,신창시장,24,양파,1망(1.5kg),3800,16-Feb,무안,2016-02-29,1,전통시장,320000,도봉구
875759,98,롯데백화점 노원점,23,상추,(100g),2580,16-Feb,,2016-02-29,2,대형마트,350000,노원구
875775,210,상계중앙시장,23,상추, (100g),500,16-Feb,,2016-02-29,1,전통시장,350000,노원구
875777,210,상계중앙시장,17,달걀,10개,2000,16-Feb,일반,2016-02-29,1,전통시장,350000,노원구
875791,100,홈플러스 중계점,23,상추, (138g),1990,16-Feb,,2016-02-29,2,대형마트,350000,노원구
875807,96,공릉동 도깨비시장,23,상추, (100g),600,16-Feb,,2016-02-29,1,전통시장,350000,노원구
875822,219,대조시장,24,양파,1망(1.5kg),3000,16-Feb,국산,2016-02-29,1,전통시장,380000,은평구
875838,49,대림시장,24,양파,1망(1.5kg),3000,16-Feb,국산,2016-02-29,1,전통시장,380000,은평구
