일련번호,시장/마트 번호,시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 코드,자치구 이름
864424,148,홈플러스 잠실점,25,무,1개(1kg),1230,16-Jan, 1kg,2016-01-28,2,대형마트,710000,송파구
864440,147,롯데백화점 잠실점,25,무,1개(1kg),1750,16-Jan, 2kg 3500원,2016-01-28,2,대형마트,710000,송파구
864462,134,신원시장(신림1동),18,닭고기,1마리(1kg),7000,16-Jan,하림,2016-01-28,1,전통시장,620000,관악구
864463,134,신원시장(신림1동),17,달걀,10개,2000,16-Jan,영양란10구,2016-01-28,1,전통시장,620000,관악구
864473,10,용문시장,23,상추,100g),1000,16-Jan,,2016-01-28,1,전통시장,170000,용산구
864495,199,서울중앙시장,17,달걀,10개,2400,16-Jan,국내,2016-01-28,1,전통시장,140000,중구
864499,199,서울중앙시장,13,고등어,1마리,3000,16-Jan,국내,2016-01-28,1,전통시장,140000,중구
864521,2,신세계백화점,23,상추,1봉지(100g),1320,16-Jan,국내산프레쉬스타 (적상추150g1980원,2016-01-28,2,대형마트,140000,중구
864553,56,롯데백화점,23,상추,1봉지(100g),1800,16-Jan,친환경푸룸적상추,2016-01-28,2,대형마트,140000,중구
864568,154,홈플러스 강동점,24,양파,1망(2kg),5500,16-Jan,무안,2016-01-28,2,대형마트,740000,강동구
864585,151,암사종합시장,23,상추,100g,750,16-Jan,양주,2016-01-28,1,전통시장,740000,강동구
864599,153,이마트 명일점,25,무,1개(1.0kg),1600,16-Jan,제주무,2016-01-28,2,대형마트,740000,강동구
864601,153,이마트 명일점,23,상추,1봉지(100g),790,16-Jan,예냉200g1580,2016-01-28,2,대형마트,740000,강동구
864602,153,이마트 명일점,22,오이,1개,800,16-Jan,5개3980원,2016-01-28,2,대형마트,740000,강동구
864617,205,둔촌역전통시장,23,상추,200g,1500,16-Jan,양주(200g),2016-01-28,1,전통시장,740000,강동구
864649,112,애경백화점,23,상추,1봉지,2990,16-Jan,국내산적상추,2016-01-27,2,대형마트,530000,구로구
864665,110,이마트 신도림점,23,상추,1봉지,1680,16-Jan,적상추,2016-01-27,2,대형마트,530000,구로구
864666,110,이마트 신도림점,22,오이,1개,800,16-Jan,국내산5개3980원,2016-01-27,2,대형마트,530000,구로구
864702,130,롯데백화점 영등포점,17,달걀,10개,4200,16-Jan,프레시안순맑은계란10구,2016-01-28,2,대형마트,560000,영등포구
864712,127,남성시장,23,상추,100g(적상추),800,16-Jan,청상추,2016-01-28,1,전통시장,590000,동작구
864744,129,태평백화점,23,상추,100g(적상추),1700,16-Jan,친환경상추100g2500원,2016-01-28,2,대형마트,590000,동작구
864761,78,자양골목시장,22,오이,1개,1150,16-Jan,백오이,2016-01-27,1,전통시장,215000,광진구
864791,80,이마트 자양점,24,양파,1망,4980,16-Jan,무안,2016-01-27,2,대형마트,215000,광진구
865620,45,롯데백화점 강남점,23,상추,180g,2580,16-Jan,친환경청상추,2016-01-31,2,대형마트,680000,강남구
865625,45,롯데백화점 강남점,18,닭고기,1마리(830g),11800,16-Jan,하림자연실록,2016-01-31,2,대형마트,680000,강남구
865626,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,16-Jan,1등급란,2016-01-31,2,대형마트,680000,강남구
865857,216,도곡시장,25,무,1개,1980,16-Jan,국내산,2016-01-31,1,전통시장,680000,강남구
865858,216,도곡시장,24,양파,1망,4800,16-Jan,신토불이,2016-01-31,1,전통시장,680000,강남구
866115,215,청담삼익시장,23,상추,100g,990,16-Jan,신선쌈,2016-01-31,1,전통시장,680000,강남구
866120,215,청담삼익시장,18,닭고기,"1마리(1,450g)",6980,16-Jan,하림자연실록,2016-01-31,1,전통시장,680000,강남구
866130,44,이마트 역삼점,24,양파,1망(1.8kg),4580,16-Jan,국내산,2016-01-31,2,대형마트,680000,강남구
866136,44,이마트 역삼점,18,닭고기,1000g,7800,16-Jan,하림토종닭백숙,2016-01-31,2,대형마트,680000,강남구
850338,98,롯데백화점 노원점,23,상추,(100g),3980,15-Dec,,2015-12-31,2,대형마트,350000,노원구
850354,112,애경백화점,23,상추,1봉지,2990,15-Dec,국내산적상추,2015-12-31,2,대형마트,530000,구로구
850370,129,태평백화점,23,상추,100g(적상추),1700,15-Dec,친환경상추100g2500원,2015-12-31,2,대형마트,590000,동작구
850384,153,이마트 명일점,25,무,1개(1.0kg),1500,15-Dec,제주무,2015-12-31,2,대형마트,740000,강동구
850386,153,이마트 명일점,23,상추,1봉지(200g),2580,15-Dec,에냉,2015-12-31,2,대형마트,740000,강동구
850387,153,이마트 명일점,22,오이,1개,990,15-Dec,2개1980원,2015-12-31,2,대형마트,740000,강동구
850482,56,롯데백화점,23,상추,1봉지(100g),1800,15-Dec,친환경푸룸적상추,2015-12-31,2,대형마트,140000,중구
850515,78,자양골목시장,22,오이,1개,1150,15-Dec,백오이,2015-12-30,1,전통시장,215000,광진구
850545,80,이마트 자양점,24,양파,1망,4980,15-Dec,무안,2015-12-30,2,대형마트,215000,광진구
850600,130,롯데백화점 영등포점,17,달걀,10개,4200,15-Dec,프레시안순맑은계란10구,2015-12-31,2,대형마트,560000,영등포구
850721,110,이마트 신도림점,23,상추,1봉지,2980,15-Dec,적상추,2015-12-31,2,대형마트,530000,구로구
850722,110,이마트 신도림점,22,오이,1개,1190,15-Dec,2개 2380원,2015-12-31,2,대형마트,530000,구로구
850912,205,둔촌역전통시장,23,상추,200g,2500,15-Dec,양주(200g),2015-12-31,1,전통시장,740000,강동구
850926,31,인왕시장,25,무,1개(1kg),1000,15-Dec,제주 ,2015-12-31,1,전통시장,410000,서대문구
850927,31,인왕시장,24,양파,1망(1.5kg),4000,15-Dec,무안,2015-12-31,1,전통시장,410000,서대문구
850933,31,인왕시장,18,닭고기,1마리(1kg),4500,15-Dec,신선육. 해마루 유통,2015-12-31,1,전통시장,410000,서대문구
850934,31,인왕시장,17,달걀,10개(65g),3000,15-Dec,으뜸 영양란,2015-12-31,1,전통시장,410000,서대문구
850942,33,현대백화점 신촌점,25,무,1개(1.2kg),1800,15-Dec,제주. 친환경 ,2015-12-31,2,대형마트,410000,서대문구
850943,33,현대백화점 신촌점,24,양파,1망(1.7kg),5500,15-Dec,무안. 문경미네. ,2015-12-31,2,대형마트,410000,서대문구
850944,33,현대백화점 신촌점,23,상추,1봉지(100g),1800,15-Dec,안성. 친환경,2015-12-31,2,대형마트,410000,서대문구
850945,33,현대백화점 신촌점,22,오이,1개(다다기오이),1200,15-Dec,경기 이천 ,2015-12-31,2,대형마트,410000,서대문구
850950,33,현대백화점 신촌점,17,달걀,10개,3200,15-Dec,신선 특란. 경기 이천,2015-12-31,2,대형마트,410000,서대문구
850974,32,영천시장,25,무,1개(1.5kg),1000,15-Dec,제주,2015-12-31,1,전통시장,410000,서대문구
850975,32,영천시장,24,양파,1망(1.3kg),3500,15-Dec,무안. ,2015-12-31,1,전통시장,410000,서대문구
850976,32,영천시장,23,상추,1봉지(100g),1000,15-Dec,이천,2015-12-31,1,전통시장,410000,서대문구
850981,32,영천시장,18,닭고기,1마리(1.13kg),6500,15-Dec,하림 신성토종닭(12호),2015-12-31,1,전통시장,410000,서대문구
850990,220,굿모닝마트 유진점,25,무,1개(1.6kg),1490,15-Dec,제주  ,2015-12-31,2,대형마트,410000,서대문구
850991,220,굿모닝마트 유진점,24,양파,1망(1.7kg),4490,15-Dec,무한. ,2015-12-31,2,대형마트,410000,서대문구
850997,220,굿모닝마트 유진점,18,닭고기,1마리 (1.05kg),9980,15-Dec,올품 토종닭.세일,2015-12-31,2,대형마트,410000,서대문구
850998,220,굿모닝마트 유진점,17,달걀,10개(60g),4500,15-Dec,풀무원 목초란,2015-12-31,2,대형마트,410000,서대문구
851071,2,신세계백화점,23,상추,1봉지(100g),1320,15-Dec,국내산프레쉬스타 (적상추150g1980원,2015-12-31,2,대형마트,140000,중구
851141,122,그랜드마트 신촌점,17,달걀,10개,2480,15-Dec,"국내, (신선 특란)",2015-12-31,2,대형마트,440000,마포구
851183,120,망원시장,23,상추,1봉(200g),2000,15-Dec,이천(적상추)1봉지,2015-12-31,1,전통시장,440000,마포구
851279,210,상계중앙시장,23,상추, (100g),1500,15-Dec,,2015-12-31,1,전통시장,350000,노원구
851281,210,상계중앙시장,17,달걀,10개,2000,15-Dec,일반,2015-12-31,1,전통시장,350000,노원구
851295,100,홈플러스 중계점,23,상추, (138g),2500,15-Dec,,2015-12-31,2,대형마트,350000,노원구
851311,96,공릉동 도깨비시장,23,상추, (100g),1700,15-Dec,,2015-12-31,1,전통시장,350000,노원구
851548,154,홈플러스 강동점,24,양파,1망(2kg),4200,15-Dec,무안,2015-12-31,2,대형마트,740000,강동구
851565,151,암사종합시장,23,상추,100g,1500,15-Dec,양주,2015-12-31,1,전통시장,740000,강동구
851868,127,남성시장,23,상추,100g(적상추),1500,15-Dec,청상추,2015-12-31,1,전통시장,590000,동작구
851917,108,남구로시장,22,오이,1개,600,15-Dec,국내산5개3000,2015-12-28,1,전통시장,530000,구로구
852091,42,이마트 가양점,23,상추,100g,1290,15-Dec,예냉 (한봉지:2580원),2015-12-31,2,대형마트,500000,강서구
852092,42,이마트 가양점,22,오이,1개,980,15-Dec,강원도(3개:2940원,2015-12-31,2,대형마트,500000,강서구
852106,40,홈플러스 등촌점,24,양파,1망(1.5kg),4200,15-Dec,무안,2015-12-31,2,대형마트,500000,강서구
852107,40,홈플러스 등촌점,23,상추,1봉지(100g),1475,15-Dec,남양주(한봉지 2950원)행사,2015-12-31,2,대형마트,500000,강서구
852152,27,이마트 창동점,25,무,1개(2.4kg),1180,15-Dec,제주도,2015-12-31,2,대형마트,320000,도봉구
852153,27,이마트 창동점,24,양파,1망(1.5kg),4000,15-Dec,무안,2015-12-31,2,대형마트,320000,도봉구
852168,28,홈플러스 방학점,25,무,1개(2.4kg),1160,15-Dec,제주도,2015-12-31,2,대형마트,320000,도봉구
852169,28,홈플러스 방학점,24,양파,1망(1.5kg),4200,15-Dec,무안,2015-12-31,2,대형마트,320000,도봉구
852185,26,신창시장,24,양파,1망(1.5kg),3800,15-Dec,무안,2015-12-31,1,전통시장,320000,도봉구
852202,45,롯데백화점 강남점,23,상추,180g,0,15-Dec,입고안됨,2015-12-31,2,대형마트,680000,강남구
852207,45,롯데백화점 강남점,18,닭고기,1마리(830g),7500,15-Dec,하림자연실록,2015-12-31,2,대형마트,680000,강남구
852208,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,15-Dec,1등급란,2015-12-31,2,대형마트,680000,강남구
852216,216,도곡시장,25,무,1개,1400,15-Dec,국내산,2015-12-31,1,전통시장,680000,강남구
852217,216,도곡시장,24,양파,1망,4800,15-Dec,신토불이,2015-12-31,1,전통시장,680000,강남구
852233,44,이마트 역삼점,24,양파,1망(1.8kg),4780,15-Dec,국내산,2015-12-31,2,대형마트,680000,강남구
852239,44,이마트 역삼점,18,닭고기,1050g,8150,15-Dec,하림자연실록백숙9호,2015-12-31,2,대형마트,680000,강남구
852250,215,청담삼익시장,23,상추,100g,1590,15-Dec,신선쌈,2015-12-31,1,전통시장,680000,강남구
852255,215,청담삼익시장,18,닭고기,"1마리(1,450g)",6580,15-Dec,하림자연실록,2015-12-31,1,전통시장,680000,강남구
852265,20,영등포전통시장,24,양파,1망,3500,15-Dec,,2015-12-31,1,전통시장,560000,영등포구
852266,20,영등포전통시장,23,상추,1무더기,1000,15-Dec,,2015-12-31,1,전통시장,560000,영등포구
852281,21,홈플러스 영등포점,24,양파,1000g,4200,15-Dec, 좋은상품,2015-12-31,2,대형마트,560000,영등포구
852282,21,홈플러스 영등포점,23,상추,1봉,2950,15-Dec,,2015-12-31,2,대형마트,560000,영등포구
852288,21,홈플러스 영등포점,17,달걀,10개,2580,15-Dec,,2015-12-31,2,대형마트,560000,영등포구
852298,19,대림중앙시장,23,상추,1봉,800,15-Dec, ,2015-12-31,1,전통시장,560000,영등포구
852303,19,대림중앙시장,18,닭고기,1마리,6000,15-Dec,,2015-12-31,1,전통시장,560000,영등포구
852304,19,대림중앙시장,17,달걀,10개,2200,15-Dec,,2015-12-31,1,전통시장,560000,영등포구
852313,22,이마트 여의도점,23,상추,1봉,2480,15-Dec,200g,2015-12-31,2,대형마트,560000,영등포구
852314,22,이마트 여의도점,25,무,1개 ,1180,15-Dec,,2015-12-31,2,대형마트,560000,영등포구
852319,22,이마트 여의도점,18,닭고기,1마리,5500,15-Dec,하림 1kg,2015-12-31,2,대형마트,560000,영등포구
852336,199,서울중앙시장,17,달걀,10개,2500,15-Dec,국내,2015-12-31,1,전통시장,140000,중구
852340,199,서울중앙시장,13,고등어,1마리,2500,15-Dec,국내,2015-12-31,1,전통시장,140000,중구
852352,8,롯데마트 서울역점,17,달걀,10개,2580,15-Dec,국내 ,2015-12-31,2,대형마트,140000,중구
852368,60,이마트 청계점,17,달걀,10개,2580,15-Dec,국내 ,2015-12-31,2,대형마트,140000,중구
852384,11,남대문시장,17,달걀,10개,2400,15-Dec,국내 ,2015-12-31,1,전통시장,140000,중구
852400,136,세이브 마트,17,달걀,10개,3300,15-Dec,신선특란 10구,2015-12-31,2,대형마트,620000,관악구
852416,133,원당종합시장,17,달걀,10개,2500,15-Dec,영양란10구,2015-12-31,1,전통시장,620000,관악구
852432,135,롯데백화점 관악점,17,달걀,10개,3280,15-Dec,오성신선란10구,2015-12-31,2,대형마트,620000,관악구
852447,134,신원시장(신림1동),18,닭고기,1마리(1kg),7000,15-Dec,하림,2015-12-31,1,전통시장,620000,관악구
852448,134,신원시장(신림1동),17,달걀,10개,2000,15-Dec,영양란10구,2015-12-31,1,전통시장,620000,관악구
852456,51,2001아울렛 불광점,25,무,1개,1290,15-Dec,햇무(할인가),2015-12-31,2,대형마트,380000,은평구
852458,51,2001아울렛 불광점,23,상추,100g,1980,15-Dec,여주,2015-12-31,2,대형마트,380000,은평구
852463,51,2001아울렛 불광점,18,닭고기,1마리(1000g),5990,15-Dec,올품,2015-12-31,2,대형마트,380000,은평구
852473,219,대조시장,24,양파,1망(1.5kg),4000,15-Dec,국산,2015-12-31,1,전통시장,380000,은평구
852490,53,이마트 은평점,23,상추,(100g),1290,15-Dec,예냉,2015-12-31,2,대형마트,380000,은평구
852495,53,이마트 은평점,18,닭고기,1마리(1000g),5500,15-Dec,올품,2015-12-31,2,대형마트,380000,은평구
852505,49,대림시장,24,양파,1망(1.5kg),3000,15-Dec,국산,2015-12-31,1,전통시장,380000,은평구
852527,68,롯데백화점 미아점,18,닭고기,1마리,9000,15-Dec,"하림,토종닭",2015-12-31,2,대형마트,305000,강북구
852552,66,수유재래시장,25,무,1개(1.4kg),1000,15-Dec,제주,2015-12-31,1,전통시장,305000,강북구
852553,66,수유재래시장,24,양파,1망,3000,15-Dec,무안,2015-12-31,1,전통시장,305000,강북구
852564,66,수유재래시장,18,닭고기,1kg,6000,15-Dec,,2015-12-31,1,전통시장,305000,강북구
852568,221,숭인시장,25,무,1개(1.4kg),1000,15-Dec,제주,2015-12-31,1,전통시장,305000,강북구
852569,221,숭인시장,24,양파,1망(1.5kg),2000,15-Dec,무안,2015-12-31,1,전통시장,305000,강북구
852570,221,숭인시장,23,상추,100g,500,15-Dec,1근 2000원,2015-12-31,1,전통시장,305000,강북구
852571,221,숭인시장,22,오이,1개,500,15-Dec,4개 2000원,2015-12-31,1,전통시장,305000,강북구
852579,221,숭인시장,18,닭고기,1마리 ,6000,15-Dec,마니커,2015-12-31,1,전통시장,305000,강북구
852584,73,뚝도시장,25,무,2kg,1000,15-Dec,,2015-12-31,1,전통시장,200000,성동구
852587,73,뚝도시장,22,오이,1개,500,15-Dec,2개1000원,2015-12-31,1,전통시장,200000,성동구
852591,73,뚝도시장,18,닭고기,1마리,4500,15-Dec,1kg,2015-12-31,1,전통시장,200000,성동구
852600,145,마천중앙시장,25,무,1개(1kg),2500,15-Dec, ,2015-12-31,1,전통시장,710000,송파구
852616,75,이마트 성수점,25,무,2kg,1180,15-Dec,제주,2015-12-31,2,대형마트,200000,성동구
852618,75,이마트 성수점,22,오이,1개,1050,15-Dec,백오이3개3150원,2015-12-31,2,대형마트,200000,성동구
852623,75,이마트 성수점,18,닭고기,1마리,5500,15-Dec,하림닭1000g,2015-12-31,2,대형마트,200000,성동구
852632,148,홈플러스 잠실점,25,무,1개(1kg),1330,15-Dec, 1kg,2015-12-31,2,대형마트,710000,송파구
852648,146,방이시장,25,무,1개(1kg),2500,15-Dec, ,2015-12-31,1,전통시장,710000,송파구
852664,72,금남시장,25,무,1개(2kg),800,15-Dec,1.5kg 국내산,2015-12-31,1,전통시장,200000,성동구
852671,72,금남시장,18,닭고기,1마리,5500,15-Dec,1kg국내산,2015-12-31,1,전통시장,200000,성동구
852672,72,금남시장,17,달걀,10개,1833,15-Dec,30개 5500원,2015-12-31,1,전통시장,200000,성동구
852695,74,이마트 왕십리점,25,무,1개,1180,15-Dec,1.5국내산 제주,2015-12-31,2,대형마트,200000,성동구
852697,74,이마트 왕십리점,23,상추,100g,2480,15-Dec,1봉 예냉적상추 이천,2015-12-31,2,대형마트,200000,성동구
852702,74,이마트 왕십리점,18,닭고기,1마리(1.kg이상),5500,15-Dec,국내산 백숙용하림,2015-12-31,2,대형마트,200000,성동구
852711,147,롯데백화점 잠실점,25,무,1개(1kg),1750,15-Dec, 2kg 3500원,2015-12-31,2,대형마트,710000,송파구
852760,6,이마트 용산점,23,상추,100g,2480,15-Dec,한봉,2015-12-31,2,대형마트,170000,용산구
852776,10,용문시장,23,상추,100g),1500,15-Dec,,2015-12-31,1,전통시장,170000,용산구
852792,63,농협 하나로마트 용산점,23,상추,100g),1480,15-Dec,,2015-12-31,2,대형마트,170000,용산구
852807,218,신세계백화점 강남점,24,양파,"1망 1,2kg",3500,15-Dec,"1망( 5입), ",2015-12-31,2,대형마트,650000,서초구
852808,218,신세계백화점 강남점,23,상추,100g,1800,15-Dec,"적상추(친환경), 전북 완주",2015-12-31,2,대형마트,650000,서초구
852809,218,신세계백화점 강남점,22,오이,1개 ,2900,15-Dec,"1봉 2입 5800원,백오이",2015-12-31,2,대형마트,650000,서초구
852824,140,하나로클럽 양재점,23,상추,100g,1490,15-Dec,180g 2680원 뜨라네,2015-12-31,2,대형마트,650000,서초구
852825,140,하나로클럽 양재점,22,오이,1개,740,15-Dec,5입 3680원  백오이,2015-12-31,2,대형마트,650000,서초구
852840,217,방림시장,23,상추,100g,2500,15-Dec,,2015-12-31,1,전통시장,650000,서초구
852846,217,방림시장,17,달걀,10개 ,1800,15-Dec,,2015-12-31,1,전통시장,650000,서초구
852856,200,뉴코아아울렛 강남점,23,상추,1 봉지( 100g),1590,15-Dec,친환경,2015-12-31,2,대형마트,650000,서초구
852871,88,롯데백화점 청량리점,24,양파,한망(5개입),6500,15-Dec,국내산 ,2015-12-31,2,대형마트,230000,동대문구
852872,88,롯데백화점 청량리점,23,상추,1봉지,3500,15-Dec,국산 적상추,2015-12-31,2,대형마트,230000,동대문구
852878,88,롯데백화점 청량리점,17,달걀,10개,3800,15-Dec,목초란 대 ,2015-12-31,2,대형마트,230000,동대문구
852886,84,청량리종합시장,25,무,1개,1000,15-Dec,국내산,2015-12-31,1,전통시장,230000,동대문구
852887,84,청량리종합시장,24,양파,1kg,4000,15-Dec,국내산,2015-12-31,1,전통시장,230000,동대문구
852888,84,청량리종합시장,23,상추,100g,1250,15-Dec,1근5000원,2015-12-31,1,전통시장,230000,동대문구
852894,84,청량리종합시장,17,달걀,10개,1600,15-Dec,국내산,2015-12-31,1,전통시장,230000,동대문구
852903,85,경동시장,24,양파,1망(1.7kg),4000,15-Dec,무안,2015-12-31,1,전통시장,230000,동대문구
852910,85,경동시장,17,달걀,10개,1600,15-Dec,국내산 ,2015-12-31,1,전통시장,230000,동대문구
852919,86,홈플러스 동대문점,23,상추,1봉지,2950,15-Dec,국내산 ,2015-12-31,2,대형마트,230000,동대문구
852925,86,홈플러스 동대문점,17,달걀,10개,4130,15-Dec,풀무원  대 ,2015-12-31,2,대형마트,230000,동대문구
852935,15,이마트 미아점,23,상추,100g,1240,15-Dec,예냉적상추.봉지 200g  2580원              예냉적상추200g1봉지 1980원,2015-12-31,2,대형마트,290000,성북구
852936,15,이마트 미아점,22,오이,1개,980,15-Dec,.,2015-12-31,2,대형마트,290000,성북구
852950,14,장위골목시장,23,상추,100g,1000,15-Dec,,2015-12-31,1,전통시장,290000,성북구
852967,13,돈암제일시장,22,오이,1개,600,15-Dec,,2015-12-31,1,전통시장,290000,성북구
852982,16,현대백화점 미아점,23,상추,100g,2200,15-Dec,국내 .찹찹이,2015-12-31,2,대형마트,290000,성북구
852988,16,현대백화점 미아점,17,달걀,10개,4500,15-Dec,"국내,풀무원,목초란",2015-12-31,2,대형마트,290000,성북구
853015,105,행복한세상 목동점(하나로마트),22,오이,1개,1000,15-Dec,"안성(2980원)백오이,(취청오이2개980)",2015-12-31,2,대형마트,470000,양천구
853019,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,3730,15-Dec,850g 목윷촌세일가,2015-12-31,2,대형마트,470000,양천구
853020,105,행복한세상 목동점(하나로마트),17,달걀,10개,3200,15-Dec,농협안심1듬급륵란,2015-12-31,2,대형마트,470000,양천구
853031,102,목3동시장,22,오이,1개,1000,15-Dec,작은것,2015-12-31,1,전통시장,470000,양천구
853036,102,목3동시장,17,달걀,10개,2500,15-Dec,"신선란,특란",2015-12-31,1,전통시장,470000,양천구
853052,103,신영시장,17,달걀,10개,2700,15-Dec,참생생란,2015-12-31,1,전통시장,470000,양천구
838732,145,마천중앙시장,25,무,1개(1kg),2500,15-Nov, ,2015-11-23,1,전통시장,710000,송파구
839322,146,방이시장,25,무,1개(1kg),2500,15-Nov, ,2015-11-23,1,전통시장,710000,송파구
839673,51,2001아울렛 불광점,25,무,1개,1290,15-Nov,햇무,2015-11-30,2,대형마트,380000,은평구
839675,51,2001아울렛 불광점,23,상추,100g,1690,15-Nov,여주,2015-11-30,2,대형마트,380000,은평구
839680,51,2001아울렛 불광점,18,닭고기,1마리(1000g),5990,15-Nov,초원전설,2015-11-30,2,대형마트,380000,은평구
839707,112,애경백화점,23,상추,1봉지,1690,15-Nov,국내산적상추,2015-11-30,2,대형마트,530000,구로구
839723,129,태평백화점,23,상추,100g(적상추),1700,15-Nov,친환경상추100g2500원,2015-11-30,2,대형마트,590000,동작구
839737,153,이마트 명일점,25,무,1개(1.0kg),700,15-Nov,고냉지,2015-11-30,2,대형마트,740000,강동구
839739,153,이마트 명일점,23,상추,1봉지(200g),1580,15-Nov,에냉,2015-11-30,2,대형마트,740000,강동구
839740,153,이마트 명일점,22,오이,1개,950,15-Nov,4개3800원,2015-11-30,2,대형마트,740000,강동구
839793,11,남대문시장,17,달걀,10개,2500,15-Nov,국내 ,2015-11-30,1,전통시장,140000,중구
839801,27,이마트 창동점,25,무,1개(2.2kg),1250,15-Nov,제주도,2015-11-30,2,대형마트,320000,도봉구
839802,27,이마트 창동점,24,양파,1망(1.5kg),3740,15-Nov,무안,2015-11-30,2,대형마트,320000,도봉구
839819,45,롯데백화점 강남점,23,상추,180g,2580,15-Nov,뜨라네적상추,2015-11-29,2,대형마트,680000,강남구
839824,45,롯데백화점 강남점,18,닭고기,"1마리(1,050g)",11500,15-Nov,하림자연실록,2015-11-29,2,대형마트,680000,강남구
839825,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,15-Nov,1등급란,2015-11-29,2,대형마트,680000,강남구
839833,216,도곡시장,25,무,1개,1980,15-Nov,국내산,2015-11-29,1,전통시장,680000,강남구
839834,216,도곡시장,24,양파,1망,4800,15-Nov,신토불이,2015-11-29,1,전통시장,680000,강남구
839883,56,롯데백화점,23,상추,1봉지(100g),1800,15-Nov,친환경푸룸적상추,2015-11-30,2,대형마트,140000,중구
839898,218,신세계백화점 강남점,24,양파,"1망 1,2kg",3500,15-Nov,1망( 5입),2015-11-30,2,대형마트,650000,서초구
839899,218,신세계백화점 강남점,23,상추,100g,1800,15-Nov,"적상추(친환경), 전북 완주",2015-11-30,2,대형마트,650000,서초구
839900,218,신세계백화점 강남점,22,오이,1개 ,1800,15-Nov,"1봉 2입 3600원,백오이",2015-11-30,2,대형마트,650000,서초구
839913,73,뚝도시장,25,무,1kg,1000,15-Nov,,2015-11-30,1,전통시장,200000,성동구
839916,73,뚝도시장,22,오이,1개,500,15-Nov,2개1000원,2015-11-30,1,전통시장,200000,성동구
839920,73,뚝도시장,18,닭고기,1마리,4500,15-Nov,1kg,2015-11-30,1,전통시장,200000,성동구
839932,78,자양골목시장,22,오이,1개,1400,15-Nov,백오이,2015-11-30,1,전통시장,215000,광진구
839946,80,이마트 자양점,24,양파,1망,4580,15-Nov,무안,2015-11-30,2,대형마트,215000,광진구
